Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases,Frequency Value,Cluster,Assigned Discount,Send New Subscriber Offers
920,41,Male,Shirt,Clothing,82,Winter,2.6,1,1,1,17,Bi-Weekly,4,1,0.1,Yes
921,37,Male,Belt,Accessories,81,Summer,4.3,1,1,1,37,Weekly,5,4,0.15,No
922,70,Male,Coat,Outerwear,24,Summer,4.1,1,1,1,18,Weekly,5,2,0.07,No
923,63,Male,Sneakers,Footwear,60,Fall,4.2,1,1,1,13,Monthly,3,0,0.05,No
924,55,Male,Shirt,Clothing,24,Spring,4.2,1,1,1,7,Weekly,5,3,0.12,Yes
925,52,Male,Socks,Clothing,78,Winter,3.1,1,1,1,37,Quarterly,2,1,0.1,Yes
926,22,Male,Jeans,Clothing,88,Winter,4.9,1,1,1,8,Monthly,3,1,0.1,Yes
927,54,Male,Jeans,Clothing,63,Spring,4.4,1,1,1,11,Bi-Weekly,4,3,0.12,Yes
928,28,Male,Sneakers,Footwear,78,Summer,4.4,1,1,1,8,Bi-Weekly,4,0,0.05,No
929,67,Male,Dress,Clothing,37,Winter,3.4,1,1,1,31,Quarterly,2,1,0.1,Yes
930,59,Male,Boots,Footwear,94,Fall,4.5,1,1,1,26,Bi-Weekly,4,0,0.05,No
931,26,Male,T-shirt,Clothing,78,Fall,4.5,1,1,1,20,Bi-Weekly,4,3,0.12,Yes
932,24,Male,Coat,Outerwear,36,Winter,4.1,1,1,1,24,Bi-Weekly,4,2,0.07,No
933,62,Male,Skirt,Clothing,24,Winter,3.2,1,1,1,45,Bi-Weekly,4,1,0.1,Yes
934,70,Male,Sneakers,Footwear,84,Spring,2.7,1,1,1,33,Monthly,3,0,0.05,No
935,45,Male,Jeans,Clothing,47,Spring,3.7,1,1,1,21,Monthly,3,3,0.12,Yes
936,58,Male,Hoodie,Clothing,51,Fall,2.6,1,1,1,2,Bi-Weekly,4,3,0.12,Yes
937,31,Male,Shoes,Footwear,84,Summer,2.7,1,1,1,28,Weekly,5,0,0.05,No
938,32,Male,Shorts,Clothing,24,Summer,2.7,1,1,1,18,Quarterly,2,4,0.15,No
939,36,Male,Blouse,Clothing,97,Fall,4.8,1,1,1,21,Bi-Weekly,4,3,0.12,Yes
940,25,Male,T-shirt,Clothing,89,Winter,4.8,1,1,1,24,Monthly,3,1,0.1,Yes
941,48,Male,Belt,Accessories,44,Spring,2.6,1,1,1,15,Quarterly,2,3,0.12,Yes
942,39,Male,Handbag,Accessories,35,Winter,4.5,1,1,1,38,Quarterly,2,1,0.1,Yes
943,26,Male,Dress,Clothing,91,Winter,3.2,1,1,1,38,Bi-Weekly,4,1,0.1,Yes
944,32,Male,Hat,Accessories,63,Winter,3.8,1,1,1,13,Bi-Weekly,4,1,0.1,Yes
945,54,Male,Belt,Accessories,97,Spring,4.8,1,1,1,39,Bi-Weekly,4,3,0.12,Yes
946,38,Male,Boots,Footwear,38,Summer,4.1,1,1,1,8,Quarterly,2,0,0.05,No
947,46,Male,Coat,Outerwear,24,Spring,2.8,1,1,1,4,Quarterly,2,2,0.07,No
948,57,Male,Blouse,Clothing,32,Winter,3.9,1,1,1,6,Quarterly,2,1,0.1,Yes
949,49,Male,Hat,Accessories,90,Summer,4.9,1,1,1,11,Quarterly,2,4,0.15,No
950,33,Male,Jeans,Clothing,36,Summer,3.4,1,1,1,49,Monthly,3,4,0.15,No
951,54,Male,Backpack,Accessories,37,Winter,4.1,1,1,1,30,Quarterly,2,1,0.1,Yes
952,47,Male,Dress,Clothing,51,Summer,2.9,1,1,1,34,Monthly,3,4,0.15,No
953,36,Male,Hat,Accessories,71,Fall,3.1,1,1,1,28,Monthly,3,2,0.07,No
954,68,Male,Sunglasses,Accessories,50,Spring,3.6,1,1,1,36,Quarterly,2,3,0.12,Yes
955,60,Male,Hat,Accessories,74,Fall,3.5,1,1,1,18,Quarterly,2,2,0.07,No
956,55,Male,Dress,Clothing,75,Summer,3.4,1,1,1,4,Monthly,3,4,0.15,No
957,29,Male,Shirt,Clothing,99,Spring,2.9,1,1,1,42,Quarterly,2,3,0.12,Yes
958,38,Male,Scarf,Accessories,23,Spring,4.7,1,1,1,11,Quarterly,2,3,0.12,Yes
959,70,Male,Sneakers,Footwear,53,Winter,4.4,1,1,1,31,Bi-Weekly,4,0,0.05,No
960,36,Male,Skirt,Clothing,99,Spring,2.6,1,1,1,12,Bi-Weekly,4,3,0.12,Yes
961,18,Male,Jewelry,Accessories,48,Spring,4.4,1,1,1,20,Quarterly,2,3,0.12,Yes
962,62,Male,Boots,Footwear,72,Fall,3.7,1,1,1,37,Quarterly,2,0,0.05,No
963,29,Male,Sunglasses,Accessories,64,Spring,4.4,1,1,1,26,Bi-Weekly,4,3,0.12,Yes
964,21,Male,Boots,Footwear,63,Spring,2.5,1,1,1,14,Weekly,5,0,0.05,No
965,42,Male,Sandals,Footwear,51,Spring,2.6,1,1,1,12,Bi-Weekly,4,0,0.05,No
966,43,Male,Boots,Footwear,55,Spring,5.0,1,1,1,10,Annually,1,0,0.05,No
967,58,Male,Dress,Clothing,55,Spring,4.9,1,1,1,19,Annually,1,3,0.12,Yes
968,27,Male,Hoodie,Clothing,26,Summer,3.7,1,1,1,4,Weekly,5,4,0.15,No
969,57,Male,Shorts,Clothing,67,Summer,3.1,1,1,1,48,Quarterly,2,4,0.15,No
970,40,Male,Coat,Outerwear,31,Fall,3.2,1,1,1,37,Monthly,3,2,0.07,No
971,45,Male,Jeans,Clothing,66,Winter,4.4,1,1,1,4,Monthly,3,1,0.1,Yes
972,47,Male,Sunglasses,Accessories,67,Summer,4.3,1,1,1,15,Weekly,5,4,0.15,No
973,61,Male,Sneakers,Footwear,61,Winter,3.0,1,1,1,33,Weekly,5,0,0.05,No
974,60,Male,Jacket,Outerwear,75,Fall,3.5,1,1,1,30,Quarterly,2,2,0.07,No
975,69,Male,Skirt,Clothing,90,Spring,3.6,1,1,1,23,Monthly,3,3,0.12,Yes
976,58,Male,Sweater,Clothing,40,Summer,3.8,1,1,1,2,Weekly,5,4,0.15,No
977,34,Male,T-shirt,Clothing,90,Fall,3.6,1,1,1,50,Quarterly,2,3,0.12,Yes
978,20,Male,Belt,Accessories,20,Spring,4.6,1,1,1,34,Bi-Weekly,4,3,0.12,Yes
979,56,Male,Gloves,Accessories,40,Summer,2.5,1,1,1,33,Weekly,5,4,0.15,No
980,64,Male,Hat,Accessories,33,Fall,3.5,1,1,1,34,Monthly,3,2,0.07,No
981,56,Male,Boots,Footwear,98,Spring,4.0,1,1,1,39,Quarterly,2,0,0.05,No
982,27,Male,Belt,Accessories,42,Spring,3.5,1,1,1,47,Quarterly,2,3,0.12,Yes
983,35,Male,Coat,Outerwear,62,Summer,3.2,1,1,1,37,Monthly,3,2,0.07,No
984,24,Male,Hat,Accessories,45,Winter,3.5,1,1,1,40,Bi-Weekly,4,1,0.1,Yes
985,26,Male,Shoes,Footwear,78,Summer,3.4,1,1,1,8,Bi-Weekly,4,0,0.05,No
986,32,Male,Handbag,Accessories,80,Fall,5.0,1,1,1,12,Annually,1,2,0.07,No
987,54,Male,Scarf,Accessories,96,Spring,4.5,1,1,1,36,Monthly,3,3,0.12,Yes
988,62,Male,Handbag,Accessories,47,Summer,2.8,1,1,1,48,Weekly,5,4,0.15,No
989,50,Male,Pants,Clothing,84,Winter,4.9,1,1,1,47,Bi-Weekly,4,1,0.1,Yes
990,70,Male,Shoes,Footwear,31,Spring,3.1,1,1,1,2,Monthly,3,0,0.05,No
991,48,Male,Sunglasses,Accessories,63,Spring,4.8,1,1,1,24,Weekly,5,3,0.12,Yes
992,20,Male,Shorts,Clothing,97,Spring,2.7,1,1,1,40,Bi-Weekly,4,3,0.12,Yes
993,46,Male,Jacket,Outerwear,99,Winter,4.6,1,1,1,50,Weekly,5,2,0.07,No
994,51,Male,Sandals,Footwear,90,Winter,4.4,1,1,1,25,Weekly,5,0,0.05,No
995,53,Male,Shoes,Footwear,68,Fall,3.2,1,1,1,20,Monthly,3,0,0.05,No
996,44,Male,Jewelry,Accessories,80,Spring,3.0,1,1,1,10,Weekly,5,3,0.12,Yes
997,29,Male,Sandals,Footwear,91,Summer,4.9,1,1,1,32,Quarterly,2,0,0.05,No
998,64,Male,Pants,Clothing,30,Spring,3.6,1,1,1,31,Bi-Weekly,4,3,0.12,Yes
999,51,Male,Shoes,Footwear,90,Spring,3.8,1,1,1,48,Bi-Weekly,4,0,0.05,No
1000,50,Male,Socks,Clothing,28,Spring,2.9,1,1,1,23,Monthly,3,3,0.12,Yes
1001,43,Male,Socks,Clothing,46,Winter,3.9,1,1,1,1,Bi-Weekly,4,1,0.1,Yes
1002,61,Male,Dress,Clothing,60,Fall,3.6,1,1,1,4,Bi-Weekly,4,3,0.12,Yes
1003,55,Male,Shoes,Footwear,59,Spring,3.5,1,1,1,3,Bi-Weekly,4,0,0.05,No
1004,56,Male,Hat,Accessories,68,Fall,4.0,1,1,1,3,Bi-Weekly,4,2,0.07,No
1005,33,Male,Backpack,Accessories,79,Summer,4.8,1,1,1,44,Annually,1,4,0.15,No
1006,43,Male,Backpack,Accessories,94,Winter,3.9,1,1,1,5,Bi-Weekly,4,1,0.1,Yes
1007,21,Male,Pants,Clothing,83,Summer,4.5,1,1,1,50,Quarterly,2,4,0.15,No
1008,58,Male,Gloves,Accessories,62,Spring,4.8,1,1,1,2,Annually,1,3,0.12,Yes
1009,41,Male,Scarf,Accessories,85,Spring,2.6,1,1,1,29,Annually,1,3,0.12,Yes
1010,39,Male,Hoodie,Clothing,30,Summer,3.1,1,1,1,11,Annually,1,4,0.15,No
1011,54,Male,Jeans,Clothing,24,Spring,4.7,1,1,1,37,Bi-Weekly,4,3,0.12,Yes
1012,43,Male,Backpack,Accessories,25,Spring,2.9,1,1,1,32,Bi-Weekly,4,3,0.12,Yes
1013,28,Male,Sandals,Footwear,37,Summer,3.8,1,1,1,27,Annually,1,0,0.05,No
1014,59,Male,Belt,Accessories,69,Summer,3.8,1,1,1,31,Bi-Weekly,4,4,0.15,No
1015,28,Male,Shoes,Footwear,97,Summer,3.0,1,1,1,36,Bi-Weekly,4,0,0.05,No
1016,68,Male,Gloves,Accessories,24,Summer,4.1,1,1,1,34,Weekly,5,4,0.15,No
1017,20,Male,Belt,Accessories,30,Summer,3.4,1,1,1,15,Quarterly,2,4,0.15,No
1018,21,Male,Jacket,Outerwear,53,Fall,2.5,1,1,1,14,Annually,1,2,0.07,No
1019,50,Male,Dress,Clothing,70,Spring,4.9,1,1,1,46,Weekly,5,3,0.12,Yes
1020,32,Male,Shirt,Clothing,76,Winter,2.8,1,1,1,33,Bi-Weekly,4,1,0.1,Yes
1021,24,Male,Scarf,Accessories,95,Fall,4.5,1,1,1,41,Annually,1,2,0.07,No
1022,55,Male,Coat,Outerwear,51,Winter,4.9,1,1,1,39,Weekly,5,2,0.07,No
1023,61,Male,Handbag,Accessories,41,Winter,4.9,1,1,1,7,Annually,1,1,0.1,Yes
1024,61,Male,Sunglasses,Accessories,71,Winter,3.5,1,1,1,29,Quarterly,2,1,0.1,Yes
1025,28,Male,T-shirt,Clothing,66,Summer,3.5,1,1,1,18,Quarterly,2,4,0.15,No
1026,60,Male,Shirt,Clothing,84,Winter,4.9,1,1,1,15,Annually,1,1,0.1,Yes
1027,49,Male,Handbag,Accessories,95,Winter,3.0,1,1,1,39,Bi-Weekly,4,1,0.1,Yes
1028,33,Male,Jewelry,Accessories,90,Summer,2.8,1,1,1,11,Monthly,3,4,0.15,No
1029,45,Male,Hoodie,Clothing,36,Summer,3.7,1,1,1,4,Bi-Weekly,4,4,0.15,No
1030,29,Male,Gloves,Accessories,22,Spring,3.6,1,1,1,33,Bi-Weekly,4,3,0.12,Yes
1031,58,Male,Coat,Outerwear,89,Winter,3.3,1,1,1,37,Quarterly,2,2,0.07,No
1032,22,Male,Sandals,Footwear,50,Spring,3.4,1,1,1,32,Quarterly,2,0,0.05,No
1033,55,Male,Boots,Footwear,36,Fall,4.0,1,1,1,44,Quarterly,2,0,0.05,No
1034,19,Male,Pants,Clothing,52,Spring,4.6,1,1,1,41,Quarterly,2,3,0.12,Yes
1035,68,Male,Socks,Clothing,29,Fall,4.2,1,1,1,44,Weekly,5,3,0.12,Yes
1036,61,Male,Blouse,Clothing,89,Fall,2.8,1,1,1,32,Annually,1,3,0.12,Yes
1037,68,Male,Handbag,Accessories,47,Fall,3.7,1,1,1,13,Monthly,3,2,0.07,No
1038,52,Male,Jewelry,Accessories,25,Spring,3.4,1,1,1,48,Quarterly,2,3,0.12,Yes
1039,41,Male,Pants,Clothing,74,Fall,3.0,1,1,1,3,Weekly,5,3,0.12,Yes
1040,29,Male,Belt,Accessories,46,Fall,4.8,1,1,1,39,Monthly,3,2,0.07,No
1041,68,Male,Jeans,Clothing,22,Fall,4.0,1,1,1,7,Bi-Weekly,4,3,0.12,Yes
1042,36,Male,Shirt,Clothing,25,Summer,4.9,1,1,1,11,Bi-Weekly,4,4,0.15,No
1043,55,Male,Belt,Accessories,80,Spring,4.9,1,1,1,47,Weekly,5,3,0.12,Yes
1044,28,Male,Jeans,Clothing,76,Spring,3.3,1,1,1,28,Bi-Weekly,4,3,0.12,Yes
1045,39,Male,Jeans,Clothing,30,Summer,4.4,1,1,1,17,Quarterly,2,4,0.15,No
1046,54,Male,Sweater,Clothing,79,Fall,3.5,1,1,1,11,Bi-Weekly,4,3,0.12,Yes
1047,40,Male,Sneakers,Footwear,22,Winter,4.2,1,1,1,12,Annually,1,0,0.05,No
1048,31,Male,Socks,Clothing,36,Fall,4.2,1,1,1,7,Bi-Weekly,4,3,0.12,Yes
1049,30,Male,Socks,Clothing,77,Fall,2.7,1,1,1,19,Bi-Weekly,4,3,0.12,Yes
1050,45,Male,Sunglasses,Accessories,33,Fall,2.8,1,1,1,24,Quarterly,2,2,0.07,No
1051,48,Male,Sneakers,Footwear,64,Winter,3.8,1,1,1,19,Monthly,3,0,0.05,No
1052,45,Male,Socks,Clothing,53,Fall,2.6,1,1,1,39,Annually,1,3,0.12,Yes
1053,60,Male,Shoes,Footwear,36,Fall,3.0,1,1,1,1,Bi-Weekly,4,0,0.05,No
1054,59,Male,Blouse,Clothing,70,Spring,3.3,0,1,1,10,Bi-Weekly,4,3,0.12,Yes
1055,18,Male,Shorts,Clothing,96,Winter,4.9,0,1,1,48,Quarterly,2,1,0.1,Yes
1056,70,Male,Jacket,Outerwear,27,Spring,3.3,0,1,1,24,Annually,1,2,0.07,No
1057,20,Male,Sweater,Clothing,64,Winter,2.9,0,1,1,42,Bi-Weekly,4,1,0.1,Yes
1058,65,Male,Jacket,Outerwear,23,Spring,4.4,0,1,1,20,Weekly,5,2,0.07,No
1059,29,Male,Scarf,Accessories,33,Summer,3.1,0,1,1,49,Quarterly,2,4,0.15,No
1060,22,Male,Jacket,Outerwear,34,Winter,2.5,0,1,1,25,Monthly,3,2,0.07,No
1061,27,Male,Sweater,Clothing,35,Summer,2.6,0,1,1,21,Quarterly,2,4,0.15,No
1062,36,Male,Coat,Outerwear,62,Summer,4.4,0,1,1,12,Quarterly,2,2,0.07,No
1063,59,Male,Boots,Footwear,75,Fall,2.6,0,1,1,21,Quarterly,2,0,0.05,No
1064,62,Male,Hoodie,Clothing,29,Summer,3.3,0,1,1,35,Monthly,3,4,0.15,No
1065,34,Male,Hat,Accessories,28,Spring,3.5,0,1,1,42,Quarterly,2,3,0.12,Yes
1066,59,Male,T-shirt,Clothing,20,Spring,4.1,0,1,1,3,Quarterly,2,3,0.12,Yes
1067,49,Male,Coat,Outerwear,96,Winter,4.0,0,1,1,11,Bi-Weekly,4,2,0.07,No
1068,18,Male,Dress,Clothing,43,Summer,2.7,0,1,1,22,Quarterly,2,4,0.15,No
1069,55,Male,Shirt,Clothing,94,Fall,2.5,0,1,1,47,Weekly,5,3,0.12,Yes
1070,38,Male,Skirt,Clothing,81,Fall,4.3,0,1,1,33,Quarterly,2,3,0.12,Yes
1071,50,Male,Jewelry,Accessories,75,Summer,3.3,0,1,1,50,Weekly,5,4,0.15,No
1072,61,Male,Hat,Accessories,81,Summer,2.6,0,1,1,46,Monthly,3,4,0.15,No
1073,48,Male,Shorts,Clothing,92,Fall,3.5,0,1,1,34,Bi-Weekly,4,3,0.12,Yes
1074,22,Male,Scarf,Accessories,96,Spring,4.0,0,1,1,33,Monthly,3,3,0.12,Yes
1075,48,Male,Jewelry,Accessories,71,Fall,2.6,0,1,1,45,Bi-Weekly,4,2,0.07,No
1076,57,Male,Sunglasses,Accessories,50,Summer,4.9,0,1,1,32,Bi-Weekly,4,4,0.15,No
1077,33,Male,Coat,Outerwear,72,Spring,2.9,0,1,1,47,Bi-Weekly,4,2,0.07,No
1078,58,Male,Jacket,Outerwear,28,Winter,3.7,0,1,1,5,Quarterly,2,2,0.07,No
1079,37,Male,Sweater,Clothing,59,Fall,4.4,0,1,1,49,Bi-Weekly,4,3,0.12,Yes
1080,18,Male,Coat,Outerwear,33,Summer,4.4,0,1,1,48,Monthly,3,2,0.07,No
1081,65,Male,Scarf,Accessories,59,Fall,3.8,0,1,1,22,Quarterly,2,2,0.07,No
1082,62,Male,Belt,Accessories,30,Spring,4.5,0,1,1,45,Annually,1,3,0.12,Yes
1083,54,Male,Hat,Accessories,85,Winter,2.6,0,1,1,30,Quarterly,2,1,0.1,Yes
1084,35,Male,Backpack,Accessories,97,Summer,3.3,0,1,1,43,Weekly,5,4,0.15,No
1085,34,Male,T-shirt,Clothing,36,Fall,4.1,0,1,1,48,Quarterly,2,3,0.12,Yes
1086,25,Male,Jewelry,Accessories,85,Winter,3.0,0,1,1,23,Bi-Weekly,4,1,0.1,Yes
1087,53,Male,Sunglasses,Accessories,62,Winter,3.0,0,1,1,27,Bi-Weekly,4,1,0.1,Yes
1088,45,Male,Jeans,Clothing,71,Winter,3.4,0,1,1,7,Monthly,3,1,0.1,Yes
1089,49,Male,Pants,Clothing,21,Winter,2.7,0,1,1,2,Weekly,5,1,0.1,Yes
1090,40,Male,Backpack,Accessories,61,Spring,3.8,0,1,1,33,Bi-Weekly,4,3,0.12,Yes
1091,38,Male,Scarf,Accessories,58,Spring,4.2,0,1,1,27,Bi-Weekly,4,3,0.12,Yes
1092,44,Male,Sweater,Clothing,80,Spring,4.7,0,1,1,6,Bi-Weekly,4,3,0.12,Yes
1093,68,Male,Jewelry,Accessories,50,Spring,4.1,0,1,1,20,Quarterly,2,3,0.12,Yes
1094,60,Male,Sneakers,Footwear,48,Winter,4.2,0,1,1,46,Quarterly,2,0,0.05,No
1095,25,Male,Jewelry,Accessories,40,Winter,4.8,0,1,1,25,Quarterly,2,1,0.1,Yes
1096,19,Male,Coat,Outerwear,34,Summer,3.0,0,1,1,30,Quarterly,2,2,0.07,No
1097,57,Male,Coat,Outerwear,46,Fall,2.6,0,1,1,48,Annually,1,2,0.07,No
1098,58,Male,Sunglasses,Accessories,27,Summer,3.2,0,1,1,47,Weekly,5,4,0.15,No
1099,49,Male,Handbag,Accessories,98,Spring,3.6,0,1,1,27,Weekly,5,3,0.12,Yes
1100,19,Male,Sweater,Clothing,73,Fall,2.6,0,1,1,45,Bi-Weekly,4,3,0.12,Yes
1101,50,Male,Pants,Clothing,28,Spring,4.4,0,1,1,2,Weekly,5,3,0.12,Yes
1102,30,Male,Gloves,Accessories,76,Fall,3.0,0,1,1,39,Bi-Weekly,4,2,0.07,No
1103,52,Male,Sweater,Clothing,83,Fall,2.9,0,1,1,24,Bi-Weekly,4,3,0.12,Yes
1104,35,Male,Hoodie,Clothing,23,Spring,4.3,0,1,1,8,Bi-Weekly,4,3,0.12,Yes
1105,35,Male,Hat,Accessories,28,Fall,3.1,0,1,1,8,Quarterly,2,2,0.07,No
1106,33,Male,T-shirt,Clothing,83,Spring,3.0,0,1,1,6,Quarterly,2,3,0.12,Yes
1107,52,Male,Skirt,Clothing,96,Winter,3.6,0,1,1,12,Bi-Weekly,4,1,0.1,Yes
1108,69,Male,Sneakers,Footwear,62,Fall,2.8,0,1,1,26,Weekly,5,0,0.05,No
1109,27,Male,Shorts,Clothing,25,Fall,2.8,0,1,1,50,Bi-Weekly,4,3,0.12,Yes
1110,66,Male,Hoodie,Clothing,97,Winter,4.9,0,1,1,2,Weekly,5,1,0.1,Yes
1111,28,Male,Hoodie,Clothing,61,Fall,3.0,0,1,1,31,Bi-Weekly,4,3,0.12,Yes
1112,22,Male,Shoes,Footwear,66,Summer,4.1,0,1,1,4,Bi-Weekly,4,0,0.05,No
1113,69,Male,Hoodie,Clothing,67,Spring,4.6,0,1,1,32,Quarterly,2,3,0.12,Yes
1114,28,Male,Sunglasses,Accessories,80,Summer,4.8,0,1,1,11,Bi-Weekly,4,4,0.15,No
1115,55,Male,Skirt,Clothing,25,Fall,2.6,0,1,1,47,Quarterly,2,3,0.12,Yes
1116,30,Male,Hat,Accessories,58,Fall,4.0,0,1,1,37,Weekly,5,2,0.07,No
1117,67,Male,Backpack,Accessories,96,Winter,4.2,0,1,1,39,Bi-Weekly,4,1,0.1,Yes
1118,25,Male,Sunglasses,Accessories,77,Spring,4.5,0,1,1,24,Monthly,3,3,0.12,Yes
1119,49,Male,Belt,Accessories,65,Summer,4.9,0,1,1,11,Quarterly,2,4,0.15,No
1120,34,Male,Jewelry,Accessories,36,Spring,3.1,0,1,1,36,Weekly,5,3,0.12,Yes
1121,22,Male,Sneakers,Footwear,84,Winter,4.0,0,1,1,40,Monthly,3,0,0.05,No
1122,63,Male,T-shirt,Clothing,58,Fall,3.2,0,1,1,25,Quarterly,2,3,0.12,Yes
1123,70,Male,Handbag,Accessories,62,Spring,4.3,0,1,1,12,Annually,1,3,0.12,Yes
1124,36,Male,Hat,Accessories,67,Fall,2.5,0,1,1,38,Monthly,3,2,0.07,No
1125,42,Male,Sweater,Clothing,20,Spring,4.9,0,1,1,40,Quarterly,2,3,0.12,Yes
1126,27,Male,Sandals,Footwear,90,Summer,2.7,0,1,1,10,Weekly,5,0,0.05,No
1127,23,Male,Scarf,Accessories,58,Winter,3.4,0,1,1,47,Bi-Weekly,4,1,0.1,Yes
1128,50,Male,Shirt,Clothing,53,Spring,4.8,0,1,1,22,Monthly,3,3,0.12,Yes
1129,56,Male,Gloves,Accessories,30,Winter,4.7,0,1,1,35,Monthly,3,1,0.1,Yes
1130,37,Male,Hoodie,Clothing,65,Winter,4.7,0,1,1,46,Bi-Weekly,4,1,0.1,Yes
1131,67,Male,Jewelry,Accessories,41,Summer,3.9,0,1,1,30,Bi-Weekly,4,4,0.15,No
1132,67,Male,Shirt,Clothing,73,Spring,3.7,0,1,1,20,Monthly,3,3,0.12,Yes
1133,50,Male,Hoodie,Clothing,98,Spring,4.3,0,1,1,25,Bi-Weekly,4,3,0.12,Yes
1134,36,Male,Shoes,Footwear,36,Winter,4.1,0,1,1,29,Weekly,5,0,0.05,No
1135,62,Male,T-shirt,Clothing,81,Summer,4.6,0,1,1,2,Quarterly,2,4,0.15,No
1136,65,Male,Skirt,Clothing,90,Winter,3.6,0,1,1,32,Quarterly,2,1,0.1,Yes
1137,23,Male,Handbag,Accessories,83,Summer,4.8,0,1,1,37,Monthly,3,4,0.15,No
1138,46,Male,Shirt,Clothing,91,Winter,2.8,0,1,1,16,Quarterly,2,1,0.1,Yes
1139,18,Male,Pants,Clothing,36,Summer,4.7,0,1,1,32,Bi-Weekly,4,4,0.15,No
1140,58,Male,Coat,Outerwear,53,Spring,3.9,0,1,1,42,Bi-Weekly,4,2,0.07,No
1141,31,Male,Jeans,Clothing,39,Winter,2.6,0,1,1,6,Quarterly,2,1,0.1,Yes
1142,39,Male,Gloves,Accessories,33,Winter,4.7,0,1,1,23,Bi-Weekly,4,1,0.1,Yes
1143,69,Male,T-shirt,Clothing,76,Spring,3.5,0,1,1,27,Bi-Weekly,4,3,0.12,Yes
1144,68,Male,Boots,Footwear,23,Winter,4.4,0,1,1,43,Quarterly,2,0,0.05,No
1145,41,Male,Jeans,Clothing,54,Fall,4.4,0,1,1,25,Bi-Weekly,4,3,0.12,Yes
1146,31,Male,Sneakers,Footwear,89,Summer,3.0,0,1,1,30,Quarterly,2,0,0.05,No
1147,48,Male,Sneakers,Footwear,38,Summer,4.2,0,1,1,7,Quarterly,2,0,0.05,No
1148,59,Male,Hat,Accessories,36,Winter,4.3,0,1,1,17,Annually,1,1,0.1,Yes
1149,34,Male,Pants,Clothing,66,Spring,2.6,0,1,1,10,Bi-Weekly,4,3,0.12,Yes
1150,21,Male,Jewelry,Accessories,42,Spring,3.3,0,1,1,40,Annually,1,3,0.12,Yes
1151,29,Male,Jewelry,Accessories,36,Winter,2.7,0,1,1,50,Bi-Weekly,4,1,0.1,Yes
1152,41,Male,Blouse,Clothing,86,Spring,4.2,0,1,1,24,Weekly,5,3,0.12,Yes
1153,62,Male,Handbag,Accessories,49,Fall,4.0,0,1,1,8,Quarterly,2,2,0.07,No
1154,27,Male,Shirt,Clothing,41,Summer,4.0,0,1,1,6,Quarterly,2,4,0.15,No
1155,49,Male,Dress,Clothing,82,Spring,2.9,0,1,1,44,Bi-Weekly,4,3,0.12,Yes
1156,67,Male,T-shirt,Clothing,53,Fall,2.6,0,1,1,47,Quarterly,2,3,0.12,Yes
1157,20,Male,Shoes,Footwear,21,Summer,4.8,0,1,1,6,Quarterly,2,0,0.05,No
1158,37,Male,Belt,Accessories,66,Fall,4.4,0,1,1,11,Quarterly,2,2,0.07,No
1159,69,Male,Belt,Accessories,89,Summer,4.0,0,1,1,41,Annually,1,4,0.15,No
1160,66,Male,Handbag,Accessories,55,Fall,3.6,0,1,1,46,Quarterly,2,2,0.07,No
1161,37,Male,Scarf,Accessories,42,Summer,3.2,0,1,1,9,Bi-Weekly,4,4,0.15,No
1162,63,Male,Shorts,Clothing,52,Fall,3.1,0,1,1,37,Monthly,3,3,0.12,Yes
1163,47,Male,Sandals,Footwear,92,Winter,4.2,0,1,1,13,Weekly,5,0,0.05,No
1164,26,Male,Pants,Clothing,56,Summer,3.0,0,1,1,24,Monthly,3,4,0.15,No
1165,68,Male,Dress,Clothing,96,Winter,4.2,0,1,1,47,Quarterly,2,1,0.1,Yes
1166,51,Male,T-shirt,Clothing,64,Winter,2.9,0,1,1,21,Quarterly,2,1,0.1,Yes
1167,48,Male,Dress,Clothing,48,Winter,3.7,0,1,1,22,Bi-Weekly,4,1,0.1,Yes
1168,60,Male,Socks,Clothing,83,Summer,3.6,0,1,1,16,Quarterly,2,4,0.15,No
1169,68,Male,Scarf,Accessories,91,Summer,3.6,0,1,1,37,Bi-Weekly,4,4,0.15,No
1170,25,Male,Backpack,Accessories,94,Fall,4.5,0,1,1,3,Annually,1,2,0.07,No
1171,57,Male,Skirt,Clothing,62,Spring,3.2,0,1,1,33,Bi-Weekly,4,3,0.12,Yes
1172,41,Male,Socks,Clothing,55,Spring,3.9,0,1,1,15,Annually,1,3,0.12,Yes
1173,59,Male,Coat,Outerwear,68,Spring,4.6,0,1,1,42,Bi-Weekly,4,2,0.07,No
1174,44,Male,Jewelry,Accessories,76,Winter,2.5,0,1,1,42,Bi-Weekly,4,1,0.1,Yes
1175,42,Male,Backpack,Accessories,31,Winter,4.3,0,1,1,19,Bi-Weekly,4,1,0.1,Yes
1176,35,Male,Belt,Accessories,81,Spring,4.1,0,1,1,26,Quarterly,2,3,0.12,Yes
1177,36,Male,Dress,Clothing,83,Winter,4.6,0,1,1,39,Quarterly,2,1,0.1,Yes
1178,54,Male,Skirt,Clothing,21,Spring,4.8,0,1,1,24,Monthly,3,3,0.12,Yes
1179,37,Male,Dress,Clothing,22,Spring,4.9,0,1,1,23,Annually,1,3,0.12,Yes
