Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases,Frequency Value
735,65,Male,Shirt,Clothing,69,Winter,3.1,1,1,1,39,Quarterly,2
736,61,Male,Sunglasses,Accessories,48,Fall,3.6,1,1,1,48,Bi-Weekly,4
737,18,Male,Dress,Clothing,58,Spring,2.9,1,1,1,32,Quarterly,2
738,47,Male,Sunglasses,Accessories,24,Spring,3.6,1,1,1,28,Annually,1
739,56,Male,Sunglasses,Accessories,31,Winter,3.5,1,1,1,27,Quarterly,2
740,64,Male,Shorts,Clothing,29,Summer,3.5,1,1,1,26,Bi-Weekly,4
741,26,Male,Jeans,Clothing,69,Summer,2.8,1,1,1,22,Bi-Weekly,4
742,22,Male,T-shirt,Clothing,79,Summer,4.7,1,1,1,23,Quarterly,2
743,64,Male,Pants,Clothing,39,Summer,3.1,1,1,1,21,Quarterly,2
744,21,Male,Sunglasses,Accessories,84,Fall,4.9,1,1,1,36,Weekly,5
745,67,Male,Boots,Footwear,66,Spring,4.1,1,1,1,42,Bi-Weekly,4
746,46,Male,T-shirt,Clothing,92,Fall,4.7,1,1,1,4,Monthly,3
747,40,Male,Sandals,Footwear,45,Winter,2.5,1,1,1,47,Annually,1
748,51,Male,Shorts,Clothing,74,Spring,4.4,1,1,1,13,Weekly,5
749,35,Male,Hat,Accessories,39,Fall,3.9,1,1,1,8,Quarterly,2
750,56,Male,Scarf,Accessories,71,Winter,3.7,1,1,1,11,Quarterly,2
751,25,Male,T-shirt,Clothing,95,Fall,3.4,1,1,1,5,Annually,1
752,65,Male,Gloves,Accessories,72,Fall,4.8,1,1,1,1,Monthly,3
753,39,Male,Scarf,Accessories,85,Fall,4.2,1,1,1,17,Quarterly,2
754,47,Male,Boots,Footwear,54,Fall,3.4,1,1,1,27,Quarterly,2
755,36,Male,Gloves,Accessories,41,Spring,2.9,1,1,1,3,Quarterly,2
756,66,Male,Coat,Outerwear,24,Spring,3.3,1,1,1,22,Weekly,5
757,62,Male,Belt,Accessories,99,Summer,4.8,1,1,1,24,Bi-Weekly,4
758,41,Male,Hoodie,Clothing,32,Fall,3.8,1,1,1,18,Quarterly,2
759,66,Male,Shoes,Footwear,71,Summer,4.6,1,1,1,39,Quarterly,2
760,51,Male,Dress,Clothing,49,Winter,2.6,1,1,1,25,Bi-Weekly,4
761,33,Male,Gloves,Accessories,50,Fall,3.4,1,1,1,6,Annually,1
762,57,Male,Jewelry,Accessories,91,Fall,4.2,1,1,1,26,Weekly,5
763,45,Male,Belt,Accessories,46,Fall,3.9,1,1,1,43,Bi-Weekly,4
764,61,Male,Sweater,Clothing,50,Spring,2.9,1,1,1,6,Monthly,3
765,55,Male,Skirt,Clothing,39,Fall,4.2,1,1,1,6,Quarterly,2
766,54,Male,Sneakers,Footwear,99,Summer,3,1,1,1,13,Quarterly,2
767,57,Male,Gloves,Accessories,48,Winter,3.6,1,1,1,13,Monthly,3
768,27,Male,Coat,Outerwear,77,Fall,2.5,1,1,1,11,Annually,1
769,64,Male,Backpack,Accessories,95,Spring,2.6,1,1,1,45,Weekly,5
770,52,Male,Socks,Clothing,100,Spring,4.3,1,1,1,8,Monthly,3
771,19,Male,Sneakers,Footwear,54,Spring,3.3,1,1,1,8,Annually,1
772,22,Male,Sweater,Clothing,68,Fall,2.6,1,1,1,34,Bi-Weekly,4
773,18,Male,Jeans,Clothing,22,Fall,3.6,1,1,1,40,Bi-Weekly,4
774,29,Male,Hat,Accessories,84,Winter,2.6,1,1,1,14,Bi-Weekly,4
775,42,Male,Hat,Accessories,46,Summer,3.5,1,1,1,11,Quarterly,2
776,49,Male,Handbag,Accessories,53,Winter,3,1,1,1,8,Monthly,3
777,49,Male,Shirt,Clothing,60,Spring,5,1,1,1,8,Quarterly,2
778,55,Male,Socks,Clothing,32,Spring,2.5,1,1,1,37,Weekly,5
779,29,Male,Socks,Clothing,50,Summer,2.9,1,1,1,23,Annually,1
780,60,Male,Dress,Clothing,94,Spring,4.6,1,1,1,38,Annually,1
781,34,Male,Shoes,Footwear,26,Spring,3.6,1,1,1,38,Quarterly,2
782,30,Male,Scarf,Accessories,44,Winter,3,1,1,1,12,Bi-Weekly,4
783,28,Male,Hoodie,Clothing,57,Summer,4.5,1,1,1,15,Weekly,5
784,63,Male,T-shirt,Clothing,65,Winter,4.5,1,1,1,38,Bi-Weekly,4
785,31,Male,Jeans,Clothing,72,Winter,3.2,1,1,1,41,Quarterly,2
786,46,Male,Shorts,Clothing,62,Spring,4,1,1,1,37,Bi-Weekly,4
787,70,Male,Hat,Accessories,21,Winter,4.8,1,1,1,16,Quarterly,2
788,53,Male,Handbag,Accessories,85,Spring,3.7,1,1,1,25,Weekly,5
789,50,Male,Pants,Clothing,51,Summer,3.8,1,1,1,18,Quarterly,2
790,33,Male,Handbag,Accessories,84,Fall,2.7,1,1,1,4,Bi-Weekly,4
791,22,Male,Sweater,Clothing,37,Summer,4.9,1,1,1,12,Quarterly,2
792,50,Male,Scarf,Accessories,44,Summer,3.1,1,1,1,35,Bi-Weekly,4
793,34,Male,Sneakers,Footwear,45,Spring,4.2,1,1,1,45,Weekly,5
794,24,Male,Pants,Clothing,35,Summer,3.8,1,1,1,16,Monthly,3
795,69,Male,Backpack,Accessories,50,Winter,4.2,1,1,1,10,Bi-Weekly,4
796,39,Male,Sandals,Footwear,26,Summer,4.6,1,1,1,34,Annually,1
797,42,Male,Socks,Clothing,78,Fall,4,1,1,1,43,Annually,1
798,42,Male,Coat,Outerwear,82,Fall,4,1,1,1,38,Weekly,5
799,29,Male,Socks,Clothing,39,Spring,3.8,1,1,1,48,Quarterly,2
800,55,Male,Belt,Accessories,55,Summer,3.3,1,1,1,31,Annually,1
801,32,Male,Socks,Clothing,20,Summer,2.6,1,1,1,20,Quarterly,2
802,25,Male,Belt,Accessories,29,Fall,4.9,1,1,1,12,Bi-Weekly,4
803,38,Male,Pants,Clothing,41,Winter,3.5,1,1,1,2,Weekly,5
804,32,Male,Shorts,Clothing,38,Winter,2.8,1,1,1,30,Quarterly,2
805,43,Male,Boots,Footwear,47,Summer,2.6,1,1,1,28,Quarterly,2
806,41,Male,Dress,Clothing,30,Summer,3.7,1,1,1,40,Monthly,3
807,56,Male,Jeans,Clothing,56,Summer,2.7,1,1,1,46,Quarterly,2
808,27,Male,T-shirt,Clothing,89,Winter,3.3,1,1,1,15,Weekly,5
809,46,Male,Shoes,Footwear,96,Fall,4.6,1,1,1,38,Quarterly,2
810,48,Male,Boots,Footwear,81,Fall,4.9,1,1,1,30,Bi-Weekly,4
811,52,Male,Scarf,Accessories,83,Fall,4.9,1,1,1,32,Bi-Weekly,4
812,18,Male,Sneakers,Footwear,35,Winter,2.7,1,1,1,36,Quarterly,2
813,64,Male,Boots,Footwear,56,Summer,3.2,1,1,1,32,Weekly,5
814,54,Male,Handbag,Accessories,45,Summer,2.9,1,1,1,14,Annually,1
815,31,Male,Shirt,Clothing,62,Winter,3.8,1,1,1,8,Monthly,3
816,30,Male,Hat,Accessories,84,Spring,3,1,1,1,27,Bi-Weekly,4
817,26,Male,Sweater,Clothing,24,Summer,3.9,1,1,1,24,Monthly,3
818,25,Male,Handbag,Accessories,21,Spring,4.7,1,1,1,30,Bi-Weekly,4
819,59,Male,Shirt,Clothing,91,Winter,4.9,1,1,1,34,Monthly,3
820,55,Male,Sunglasses,Accessories,36,Winter,4.8,1,1,1,28,Quarterly,2
821,56,Male,Sneakers,Footwear,39,Spring,2.5,1,1,1,27,Monthly,3
822,62,Male,Hoodie,Clothing,39,Spring,3.9,1,1,1,31,Bi-Weekly,4
823,35,Male,Shirt,Clothing,59,Winter,3.4,1,1,1,23,Annually,1
824,51,Male,Sunglasses,Accessories,27,Winter,2.5,1,1,1,11,Quarterly,2
825,61,Male,Blouse,Clothing,94,Spring,3,1,1,1,48,Quarterly,2
826,27,Male,Belt,Accessories,94,Fall,3.6,1,1,1,17,Monthly,3
827,54,Male,Dress,Clothing,94,Winter,3.6,1,1,1,36,Weekly,5
828,31,Male,Shoes,Footwear,51,Fall,4.1,1,1,1,33,Bi-Weekly,4
829,24,Male,Socks,Clothing,62,Fall,3.7,1,1,1,27,Bi-Weekly,4
830,42,Male,Socks,Clothing,57,Spring,3.1,1,1,1,14,Bi-Weekly,4
831,41,Male,Shorts,Clothing,76,Fall,4.2,1,1,1,5,Annually,1
832,66,Male,Gloves,Accessories,63,Summer,4.3,1,1,1,47,Quarterly,2
833,58,Male,Jacket,Outerwear,80,Fall,2.5,1,1,1,28,Bi-Weekly,4
834,43,Male,Handbag,Accessories,68,Fall,3.5,1,1,1,11,Annually,1
835,52,Male,Backpack,Accessories,89,Summer,3.1,1,1,1,18,Weekly,5
836,35,Male,Boots,Footwear,26,Summer,2.5,1,1,1,21,Weekly,5
837,23,Male,Gloves,Accessories,90,Winter,3.9,1,1,1,22,Bi-Weekly,4
838,25,Male,Hoodie,Clothing,28,Spring,4.9,1,1,1,33,Quarterly,2
839,33,Male,Coat,Outerwear,29,Spring,4.3,1,1,1,49,Annually,1
840,48,Male,Shirt,Clothing,31,Spring,2.6,1,1,1,10,Quarterly,2
841,42,Male,Shirt,Clothing,24,Summer,4.2,1,1,1,18,Weekly,5
842,55,Male,Sweater,Clothing,88,Summer,2.6,1,1,1,28,Bi-Weekly,4
843,59,Male,Shirt,Clothing,87,Spring,3.6,1,1,1,25,Weekly,5
844,65,Male,Hoodie,Clothing,80,Summer,3.2,1,1,1,6,Weekly,5
845,59,Male,Sandals,Footwear,48,Winter,4.4,1,1,1,44,Bi-Weekly,4
846,31,Male,Belt,Accessories,21,Winter,3.7,1,1,1,30,Monthly,3
847,49,Male,Boots,Footwear,72,Spring,3.7,1,1,1,42,Quarterly,2
848,53,Male,Hoodie,Clothing,44,Fall,4.1,1,1,1,30,Monthly,3
849,48,Male,Sandals,Footwear,73,Fall,3.6,1,1,1,33,Bi-Weekly,4
850,23,Male,Jeans,Clothing,61,Spring,4.3,1,1,1,24,Quarterly,2
851,68,Male,Shoes,Footwear,20,Winter,2.6,1,1,1,13,Monthly,3
852,35,Male,Sandals,Footwear,86,Summer,2.9,1,1,1,19,Monthly,3
853,34,Male,Dress,Clothing,60,Spring,4.2,1,1,1,23,Quarterly,2
854,62,Male,Hat,Accessories,43,Winter,4,1,1,1,35,Monthly,3
855,21,Male,Pants,Clothing,44,Spring,4.3,1,1,1,22,Monthly,3
856,70,Male,Socks,Clothing,76,Spring,3,1,1,1,14,Quarterly,2
857,55,Male,Shirt,Clothing,33,Summer,3.5,1,1,1,47,Bi-Weekly,4
858,43,Male,Shorts,Clothing,60,Fall,3,1,1,1,50,Quarterly,2
859,19,Male,Jacket,Outerwear,26,Fall,3.1,1,1,1,33,Weekly,5
860,47,Male,Hoodie,Clothing,73,Winter,4,1,1,1,7,Monthly,3
861,26,Male,Shoes,Footwear,87,Spring,4.1,1,1,1,3,Monthly,3
862,46,Male,Skirt,Clothing,100,Spring,3.3,1,1,1,35,Quarterly,2
863,19,Male,Coat,Outerwear,84,Winter,4.9,1,1,1,13,Bi-Weekly,4
864,49,Male,Sneakers,Footwear,41,Summer,3.9,1,1,1,42,Bi-Weekly,4
865,51,Male,Jeans,Clothing,59,Winter,3.9,1,1,1,5,Annually,1
866,64,Male,Blouse,Clothing,26,Winter,4.8,1,1,1,23,Annually,1
867,67,Male,Sunglasses,Accessories,69,Summer,2.7,1,1,1,11,Bi-Weekly,4
868,37,Male,Jacket,Outerwear,20,Spring,3.1,1,1,1,23,Bi-Weekly,4
869,40,Male,Dress,Clothing,83,Summer,3.2,1,1,1,2,Quarterly,2
870,38,Male,Hat,Accessories,54,Spring,2.7,1,1,1,33,Weekly,5
871,66,Male,Hoodie,Clothing,66,Fall,2.5,1,1,1,6,Bi-Weekly,4
872,47,Male,Handbag,Accessories,42,Spring,2.6,1,1,1,45,Quarterly,2
873,56,Male,Jeans,Clothing,33,Spring,2.9,1,1,1,25,Quarterly,2
874,51,Male,Boots,Footwear,77,Summer,4.2,1,1,1,24,Quarterly,2
875,25,Male,Jacket,Outerwear,65,Fall,4.4,1,1,1,10,Quarterly,2
876,37,Male,Sandals,Footwear,39,Summer,4.1,1,1,1,7,Quarterly,2
877,41,Male,Belt,Accessories,51,Summer,3.8,1,1,1,1,Weekly,5
878,64,Male,Handbag,Accessories,65,Winter,4.9,1,1,1,45,Quarterly,2
879,23,Male,Sunglasses,Accessories,89,Summer,4.9,1,1,1,37,Weekly,5
880,62,Male,Skirt,Clothing,76,Spring,4.1,1,1,1,14,Quarterly,2
881,39,Male,Backpack,Accessories,75,Spring,3.1,1,1,1,25,Monthly,3
882,52,Male,Sandals,Footwear,61,Summer,2.7,1,1,1,18,Annually,1
883,50,Male,Boots,Footwear,35,Fall,3.8,1,1,1,37,Quarterly,2
884,28,Male,Sneakers,Footwear,37,Fall,4.3,1,1,1,30,Monthly,3
885,67,Male,Skirt,Clothing,91,Winter,4.1,1,1,1,34,Weekly,5
886,41,Male,Dress,Clothing,99,Fall,4.4,1,1,1,49,Quarterly,2
887,19,Male,Shorts,Clothing,54,Summer,3.6,1,1,1,48,Monthly,3
888,70,Male,Handbag,Accessories,47,Winter,3.3,1,1,1,33,Bi-Weekly,4
889,49,Male,Scarf,Accessories,77,Spring,3.6,1,1,1,44,Annually,1
890,59,Male,Belt,Accessories,84,Fall,2.8,1,1,1,50,Weekly,5
891,52,Male,Gloves,Accessories,51,Spring,4.3,1,1,1,47,Monthly,3
892,20,Male,Skirt,Clothing,26,Summer,3.9,1,1,1,24,Quarterly,2
893,31,Male,Shorts,Clothing,64,Summer,2.7,1,1,1,43,Monthly,3
894,33,Male,Backpack,Accessories,51,Spring,4.7,1,1,1,14,Monthly,3
895,44,Male,Hoodie,Clothing,60,Spring,3.8,1,1,1,3,Quarterly,2
896,40,Male,Hat,Accessories,69,Spring,4.7,1,1,1,33,Quarterly,2
897,69,Male,Jewelry,Accessories,29,Spring,4.7,1,1,1,38,Bi-Weekly,4
898,29,Male,Shirt,Clothing,91,Spring,3.4,1,1,1,46,Weekly,5
899,54,Male,Belt,Accessories,70,Spring,3.5,1,1,1,19,Quarterly,2
900,65,Male,Sweater,Clothing,58,Summer,4,1,1,1,20,Annually,1
901,54,Male,Hat,Accessories,98,Fall,3.3,1,1,1,42,Quarterly,2
902,60,Male,Scarf,Accessories,68,Summer,4.7,1,1,1,34,Monthly,3
903,43,Male,Hat,Accessories,44,Summer,2.8,1,1,1,5,Monthly,3
904,44,Male,Jacket,Outerwear,45,Winter,3.3,1,1,1,3,Quarterly,2
905,69,Male,T-shirt,Clothing,99,Spring,2.9,1,1,1,46,Quarterly,2
906,46,Male,Dress,Clothing,68,Spring,2.8,1,1,1,16,Annually,1
907,41,Male,Pants,Clothing,56,Spring,4.2,1,1,1,21,Bi-Weekly,4
908,32,Male,Sweater,Clothing,43,Winter,4.4,1,1,1,34,Bi-Weekly,4
909,26,Male,Sunglasses,Accessories,99,Winter,3.6,1,1,1,9,Quarterly,2
910,61,Male,Belt,Accessories,56,Fall,2.7,1,1,1,36,Weekly,5
911,49,Male,Hoodie,Clothing,25,Spring,3.4,1,1,1,22,Monthly,3
912,53,Male,Pants,Clothing,74,Winter,2.8,1,1,1,2,Quarterly,2
913,24,Male,Hoodie,Clothing,56,Winter,3.4,1,1,1,32,Monthly,3
914,37,Male,Sneakers,Footwear,47,Fall,2.6,1,1,1,29,Quarterly,2
915,43,Male,Dress,Clothing,67,Summer,4.1,1,1,1,27,Quarterly,2
916,31,Male,Dress,Clothing,22,Winter,2.9,1,1,1,33,Bi-Weekly,4
917,49,Male,Jeans,Clothing,34,Spring,2.7,1,1,1,16,Monthly,3
918,69,Male,Sweater,Clothing,64,Spring,3.7,1,1,1,11,Quarterly,2
919,65,Male,Shorts,Clothing,42,Spring,4.3,1,1,1,11,Bi-Weekly,4
920,41,Male,Shirt,Clothing,82,Winter,2.6,1,1,1,17,Bi-Weekly,4
921,37,Male,Belt,Accessories,81,Summer,4.3,1,1,1,37,Weekly,5
922,70,Male,Coat,Outerwear,24,Summer,4.1,1,1,1,18,Weekly,5
923,63,Male,Sneakers,Footwear,60,Fall,4.2,1,1,1,13,Monthly,3
924,55,Male,Shirt,Clothing,24,Spring,4.2,1,1,1,7,Weekly,5
925,52,Male,Socks,Clothing,78,Winter,3.1,1,1,1,37,Quarterly,2
926,22,Male,Jeans,Clothing,88,Winter,4.9,1,1,1,8,Monthly,3
927,54,Male,Jeans,Clothing,63,Spring,4.4,1,1,1,11,Bi-Weekly,4
928,28,Male,Sneakers,Footwear,78,Summer,4.4,1,1,1,8,Bi-Weekly,4
929,67,Male,Dress,Clothing,37,Winter,3.4,1,1,1,31,Quarterly,2
930,59,Male,Boots,Footwear,94,Fall,4.5,1,1,1,26,Bi-Weekly,4
931,26,Male,T-shirt,Clothing,78,Fall,4.5,1,1,1,20,Bi-Weekly,4
932,24,Male,Coat,Outerwear,36,Winter,4.1,1,1,1,24,Bi-Weekly,4
933,62,Male,Skirt,Clothing,24,Winter,3.2,1,1,1,45,Bi-Weekly,4
934,70,Male,Sneakers,Footwear,84,Spring,2.7,1,1,1,33,Monthly,3
935,45,Male,Jeans,Clothing,47,Spring,3.7,1,1,1,21,Monthly,3
936,58,Male,Hoodie,Clothing,51,Fall,2.6,1,1,1,2,Bi-Weekly,4
937,31,Male,Shoes,Footwear,84,Summer,2.7,1,1,1,28,Weekly,5
938,32,Male,Shorts,Clothing,24,Summer,2.7,1,1,1,18,Quarterly,2
939,36,Male,Blouse,Clothing,97,Fall,4.8,1,1,1,21,Bi-Weekly,4
940,25,Male,T-shirt,Clothing,89,Winter,4.8,1,1,1,24,Monthly,3
941,48,Male,Belt,Accessories,44,Spring,2.6,1,1,1,15,Quarterly,2
942,39,Male,Handbag,Accessories,35,Winter,4.5,1,1,1,38,Quarterly,2
943,26,Male,Dress,Clothing,91,Winter,3.2,1,1,1,38,Bi-Weekly,4
944,32,Male,Hat,Accessories,63,Winter,3.8,1,1,1,13,Bi-Weekly,4
945,54,Male,Belt,Accessories,97,Spring,4.8,1,1,1,39,Bi-Weekly,4
946,38,Male,Boots,Footwear,38,Summer,4.1,1,1,1,8,Quarterly,2
947,46,Male,Coat,Outerwear,24,Spring,2.8,1,1,1,4,Quarterly,2
948,57,Male,Blouse,Clothing,32,Winter,3.9,1,1,1,6,Quarterly,2
949,49,Male,Hat,Accessories,90,Summer,4.9,1,1,1,11,Quarterly,2
950,33,Male,Jeans,Clothing,36,Summer,3.4,1,1,1,49,Monthly,3
951,54,Male,Backpack,Accessories,37,Winter,4.1,1,1,1,30,Quarterly,2
952,47,Male,Dress,Clothing,51,Summer,2.9,1,1,1,34,Monthly,3
953,36,Male,Hat,Accessories,71,Fall,3.1,1,1,1,28,Monthly,3
954,68,Male,Sunglasses,Accessories,50,Spring,3.6,1,1,1,36,Quarterly,2
955,60,Male,Hat,Accessories,74,Fall,3.5,1,1,1,18,Quarterly,2
956,55,Male,Dress,Clothing,75,Summer,3.4,1,1,1,4,Monthly,3
957,29,Male,Shirt,Clothing,99,Spring,2.9,1,1,1,42,Quarterly,2
958,38,Male,Scarf,Accessories,23,Spring,4.7,1,1,1,11,Quarterly,2
959,70,Male,Sneakers,Footwear,53,Winter,4.4,1,1,1,31,Bi-Weekly,4
960,36,Male,Skirt,Clothing,99,Spring,2.6,1,1,1,12,Bi-Weekly,4
961,18,Male,Jewelry,Accessories,48,Spring,4.4,1,1,1,20,Quarterly,2
962,62,Male,Boots,Footwear,72,Fall,3.7,1,1,1,37,Quarterly,2
963,29,Male,Sunglasses,Accessories,64,Spring,4.4,1,1,1,26,Bi-Weekly,4
964,21,Male,Boots,Footwear,63,Spring,2.5,1,1,1,14,Weekly,5
965,42,Male,Sandals,Footwear,51,Spring,2.6,1,1,1,12,Bi-Weekly,4
966,43,Male,Boots,Footwear,55,Spring,5,1,1,1,10,Annually,1
967,58,Male,Dress,Clothing,55,Spring,4.9,1,1,1,19,Annually,1
968,27,Male,Hoodie,Clothing,26,Summer,3.7,1,1,1,4,Weekly,5
969,57,Male,Shorts,Clothing,67,Summer,3.1,1,1,1,48,Quarterly,2
970,40,Male,Coat,Outerwear,31,Fall,3.2,1,1,1,37,Monthly,3
971,45,Male,Jeans,Clothing,66,Winter,4.4,1,1,1,4,Monthly,3
972,47,Male,Sunglasses,Accessories,67,Summer,4.3,1,1,1,15,Weekly,5
973,61,Male,Sneakers,Footwear,61,Winter,3,1,1,1,33,Weekly,5
974,60,Male,Jacket,Outerwear,75,Fall,3.5,1,1,1,30,Quarterly,2
975,69,Male,Skirt,Clothing,90,Spring,3.6,1,1,1,23,Monthly,3
976,58,Male,Sweater,Clothing,40,Summer,3.8,1,1,1,2,Weekly,5
977,34,Male,T-shirt,Clothing,90,Fall,3.6,1,1,1,50,Quarterly,2
978,20,Male,Belt,Accessories,20,Spring,4.6,1,1,1,34,Bi-Weekly,4
979,56,Male,Gloves,Accessories,40,Summer,2.5,1,1,1,33,Weekly,5
980,64,Male,Hat,Accessories,33,Fall,3.5,1,1,1,34,Monthly,3
981,56,Male,Boots,Footwear,98,Spring,4,1,1,1,39,Quarterly,2
982,27,Male,Belt,Accessories,42,Spring,3.5,1,1,1,47,Quarterly,2
983,35,Male,Coat,Outerwear,62,Summer,3.2,1,1,1,37,Monthly,3
984,24,Male,Hat,Accessories,45,Winter,3.5,1,1,1,40,Bi-Weekly,4
985,26,Male,Shoes,Footwear,78,Summer,3.4,1,1,1,8,Bi-Weekly,4
986,32,Male,Handbag,Accessories,80,Fall,5,1,1,1,12,Annually,1
987,54,Male,Scarf,Accessories,96,Spring,4.5,1,1,1,36,Monthly,3
988,62,Male,Handbag,Accessories,47,Summer,2.8,1,1,1,48,Weekly,5
989,50,Male,Pants,Clothing,84,Winter,4.9,1,1,1,47,Bi-Weekly,4
990,70,Male,Shoes,Footwear,31,Spring,3.1,1,1,1,2,Monthly,3
991,48,Male,Sunglasses,Accessories,63,Spring,4.8,1,1,1,24,Weekly,5
992,20,Male,Shorts,Clothing,97,Spring,2.7,1,1,1,40,Bi-Weekly,4
993,46,Male,Jacket,Outerwear,99,Winter,4.6,1,1,1,50,Weekly,5
994,51,Male,Sandals,Footwear,90,Winter,4.4,1,1,1,25,Weekly,5
995,53,Male,Shoes,Footwear,68,Fall,3.2,1,1,1,20,Monthly,3
996,44,Male,Jewelry,Accessories,80,Spring,3,1,1,1,10,Weekly,5
997,29,Male,Sandals,Footwear,91,Summer,4.9,1,1,1,32,Quarterly,2
998,64,Male,Pants,Clothing,30,Spring,3.6,1,1,1,31,Bi-Weekly,4
999,51,Male,Shoes,Footwear,90,Spring,3.8,1,1,1,48,Bi-Weekly,4
1000,50,Male,Socks,Clothing,28,Spring,2.9,1,1,1,23,Monthly,3
1001,43,Male,Socks,Clothing,46,Winter,3.9,1,1,1,1,Bi-Weekly,4
1002,61,Male,Dress,Clothing,60,Fall,3.6,1,1,1,4,Bi-Weekly,4
1003,55,Male,Shoes,Footwear,59,Spring,3.5,1,1,1,3,Bi-Weekly,4
1004,56,Male,Hat,Accessories,68,Fall,4,1,1,1,3,Bi-Weekly,4
1005,33,Male,Backpack,Accessories,79,Summer,4.8,1,1,1,44,Annually,1
1006,43,Male,Backpack,Accessories,94,Winter,3.9,1,1,1,5,Bi-Weekly,4
1007,21,Male,Pants,Clothing,83,Summer,4.5,1,1,1,50,Quarterly,2
1008,58,Male,Gloves,Accessories,62,Spring,4.8,1,1,1,2,Annually,1
1009,41,Male,Scarf,Accessories,85,Spring,2.6,1,1,1,29,Annually,1
1010,39,Male,Hoodie,Clothing,30,Summer,3.1,1,1,1,11,Annually,1
1011,54,Male,Jeans,Clothing,24,Spring,4.7,1,1,1,37,Bi-Weekly,4
1012,43,Male,Backpack,Accessories,25,Spring,2.9,1,1,1,32,Bi-Weekly,4
1013,28,Male,Sandals,Footwear,37,Summer,3.8,1,1,1,27,Annually,1
1014,59,Male,Belt,Accessories,69,Summer,3.8,1,1,1,31,Bi-Weekly,4
1015,28,Male,Shoes,Footwear,97,Summer,3,1,1,1,36,Bi-Weekly,4
1016,68,Male,Gloves,Accessories,24,Summer,4.1,1,1,1,34,Weekly,5
1017,20,Male,Belt,Accessories,30,Summer,3.4,1,1,1,15,Quarterly,2
1018,21,Male,Jacket,Outerwear,53,Fall,2.5,1,1,1,14,Annually,1
1019,50,Male,Dress,Clothing,70,Spring,4.9,1,1,1,46,Weekly,5
1020,32,Male,Shirt,Clothing,76,Winter,2.8,1,1,1,33,Bi-Weekly,4
1021,24,Male,Scarf,Accessories,95,Fall,4.5,1,1,1,41,Annually,1
1022,55,Male,Coat,Outerwear,51,Winter,4.9,1,1,1,39,Weekly,5
1023,61,Male,Handbag,Accessories,41,Winter,4.9,1,1,1,7,Annually,1
1024,61,Male,Sunglasses,Accessories,71,Winter,3.5,1,1,1,29,Quarterly,2
1025,28,Male,T-shirt,Clothing,66,Summer,3.5,1,1,1,18,Quarterly,2
1026,60,Male,Shirt,Clothing,84,Winter,4.9,1,1,1,15,Annually,1
1027,49,Male,Handbag,Accessories,95,Winter,3,1,1,1,39,Bi-Weekly,4
1028,33,Male,Jewelry,Accessories,90,Summer,2.8,1,1,1,11,Monthly,3
1029,45,Male,Hoodie,Clothing,36,Summer,3.7,1,1,1,4,Bi-Weekly,4
1030,29,Male,Gloves,Accessories,22,Spring,3.6,1,1,1,33,Bi-Weekly,4
1031,58,Male,Coat,Outerwear,89,Winter,3.3,1,1,1,37,Quarterly,2
1032,22,Male,Sandals,Footwear,50,Spring,3.4,1,1,1,32,Quarterly,2
1033,55,Male,Boots,Footwear,36,Fall,4,1,1,1,44,Quarterly,2
1034,19,Male,Pants,Clothing,52,Spring,4.6,1,1,1,41,Quarterly,2
1035,68,Male,Socks,Clothing,29,Fall,4.2,1,1,1,44,Weekly,5
1036,61,Male,Blouse,Clothing,89,Fall,2.8,1,1,1,32,Annually,1
1037,68,Male,Handbag,Accessories,47,Fall,3.7,1,1,1,13,Monthly,3
1038,52,Male,Jewelry,Accessories,25,Spring,3.4,1,1,1,48,Quarterly,2
1039,41,Male,Pants,Clothing,74,Fall,3,1,1,1,3,Weekly,5
1040,29,Male,Belt,Accessories,46,Fall,4.8,1,1,1,39,Monthly,3
1041,68,Male,Jeans,Clothing,22,Fall,4,1,1,1,7,Bi-Weekly,4
1042,36,Male,Shirt,Clothing,25,Summer,4.9,1,1,1,11,Bi-Weekly,4
1043,55,Male,Belt,Accessories,80,Spring,4.9,1,1,1,47,Weekly,5
1044,28,Male,Jeans,Clothing,76,Spring,3.3,1,1,1,28,Bi-Weekly,4
1045,39,Male,Jeans,Clothing,30,Summer,4.4,1,1,1,17,Quarterly,2
1046,54,Male,Sweater,Clothing,79,Fall,3.5,1,1,1,11,Bi-Weekly,4
1047,40,Male,Sneakers,Footwear,22,Winter,4.2,1,1,1,12,Annually,1
1048,31,Male,Socks,Clothing,36,Fall,4.2,1,1,1,7,Bi-Weekly,4
1049,30,Male,Socks,Clothing,77,Fall,2.7,1,1,1,19,Bi-Weekly,4
1050,45,Male,Sunglasses,Accessories,33,Fall,2.8,1,1,1,24,Quarterly,2
1051,48,Male,Sneakers,Footwear,64,Winter,3.8,1,1,1,19,Monthly,3
1052,45,Male,Socks,Clothing,53,Fall,2.6,1,1,1,39,Annually,1
1053,60,Male,Shoes,Footwear,36,Fall,3,1,1,1,1,Bi-Weekly,4
1054,59,Male,Blouse,Clothing,70,Spring,3.3,0,1,1,10,Bi-Weekly,4
1055,18,Male,Shorts,Clothing,96,Winter,4.9,0,1,1,48,Quarterly,2
